//Card Title,Card ID,Card Value,Card Type,Card Sub Type,Card Badge,Card Series,Year,Peak,Team,Franchise,LastName,FirstName,NickName,Nation,UniformNumber,DayOB,MonthOB,YearOB,Bats,Throws,Position,Pitcher Role,Contact,Gap,Power,Eye,Avoid Ks,BABIP,Contact vL,Gap vL,Power vL,Eye vL,Avoid K vL,BABIP vL,Contact vR,Gap vR,Power vR,Eye vR,Avoid K vR,BABIP vR,GB Hitter Type,FB Hitter Type,BattedBallType,Speed,Steal Rate,Stealing,Baserunning,Sac bunt,Bunt for hit,Stuff,Movement,Control,pHR,pBABIP,Stuff vL,Movement vL,Control vL,pHR vL,pBABIP vL,Stuff vR,Movement vR,Control vR,pHR vR,pBABIP vR,Fastball,Slider,Curveball,Changeup,Cutter,Sinker,Splitter,Forkball,Screwball,Circlechange,Knucklecurve,Knuckleball,Stamina,Hold,GB,Velocity,Arm Slot,Height,Infield Range,Infield Error,Infield Arm,DP,CatcherAbil,CatcherFrame,Catcher Arm,OF Range,OF Error,OF Arm,Pos Rating P,Pos Rating C,Pos Rating 1B,Pos Rating 2B,Pos Rating 3B,Pos Rating SS,Pos Rating LF,Pos Rating CF,Pos Rating RF,LearnC,Learn1B,Learn2B,Learn3B,LearnSS,LearnLF,LearnCF,LearnRF,era,tier,MissionValue,limit,owned,brefid,Buy Order High,Sell Order Low,Last 10 Price,Last 10 Price(VAR),date,Unnamed: 121,PIT,SP_Rating,SP_Rating_Normalized,RP_Rating,RP_Rating_Normalized,CL_Rating,CL_Rating_Normalized
Matt Stairs Mission - Snapshot SS Alex Arias PHI 1999,70839,66,7,,,Matt Stairs Mission,1999,N,Philadelphia Phillies,PHI,Arias,Alex,,The United States,26,20,11,1967,1,1,6,0,105,71,27,71,112,90,108,75,8,89,121,88,105,70,31,66,110,91,0,2,0,34,25,58,44,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0.0,3,191,52,91,65,68,0,0,0,2,1,6,0,0,0,67,68,54,0,0,0,0,0,1,1,1,0,0,0,5,1,2,0,0,ariasal01,40,125,94,2094,2025-03-14,,12,3.0888868324044676,0.9773188370402391,3.259389599187792,1.3111703505942498,1.9707804582856596,0.8151656021749983
Snapshot 1B Hank Arft SLA 1951,71097,56,7,,,,1951,N,St. Louis Browns,BAL,Arft,Hank,Bow Wow,The United States,3,28,1,1922,2,2,3,0,63,93,63,76,79,48,56,117,42,61,79,32,66,85,71,81,80,54,0,0,0,64,57,52,69,25,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,14,2,0,0,0,0,0,0,0,0,1,21,2,0.0,4,178,44,41,38,31,0,0,0,1,8,3,0,0,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,arftha01,6,13,38,382,2025-03-14,,12,3.4441578564254325,1.3522051390374097,3.858071362161427,1.9564439125098243,2.203782772033558,1.065933956004055
Rookie Sensation C J.P. Arencibia TOR 2011,71722,56,3,,,,2011,N,Toronto Blue Jays,TOR,Arencibia,J.P.,,The United States,9,5,1,1986,1,1,2,0,38,111,99,68,47,33,38,64,98,64,32,48,38,137,99,70,53,29,0,0,2,47,11,58,39,4,3,1,3,1,4,1,1,3,1,4,1,1,3,1,4,1,33,0,0,0,0,0,0,0,0,0,0,0,1,11,2,0.0,3,185,9,3,10,6,45,55,47,1,10,7,0,40,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,1,0,1,arencjp01,0,98,36,337,2025-03-14,,12,3.5999072686810383,1.5165538116026438,3.4758837905176763,1.5445129820443722,2.3569812352928254,1.2308135480678237
MLB 2025 Live 3B Nolan Arenado STL,72535,78,1,,,,2025,N,St. Louis Cardinals,STL,Arenado,Nolan,Nado,The United States,28,16,4,1991,1,1,5,0,83,99,76,66,101,71,84,99,76,66,103,71,83,99,76,66,101,71,3,2,0,14,13,58,31,25,21,1,21,1,1,63,1,21,1,1,63,1,21,1,1,63,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0.0,4,188,78,83,84,45,0,0,0,53,63,86,0,0,0,0,83,0,0,0,0,0,1,1,1,1,1,1,1,8,2,5,0,1,arenano01,0,254,195,0,2025-03-14,,12,8.994159854265408,7.208634693856267,8.018989105379783,6.441180844645942,9.184163645896799,8.578557297300407
MLB 2025 Live SS Orlando Arcia ATL,72265,53,1,,,,2025,N,Atlanta Braves,ATL,Arcia,Orlando,El Nino,Venezuela,11,4,8,1994,1,1,6,0,68,70,75,67,78,59,71,72,78,69,82,61,67,70,75,67,77,59,0,0,0,22,10,16,32,56,34,1,22,6,1,65,1,22,6,1,65,1,22,6,1,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.0,3,183,78,75,82,75,0,0,0,62,55,69,0,0,0,0,0,74,0,0,0,0,1,1,1,1,1,1,1,8,0,1,0,1,arciaor01,0,44,47,0,2025-03-14,,12,10.014591428836576,8.285406492193417,8.734997067699942,7.212911397972632,10.11288583403302,9.578093012363839
MLB 2025 Live 1B Jonathan Aranda TB,71891,88,1,,,,2025,N,Tampa Bay Rays,TBD,Aranda,Jonathan,,Mexico,62,23,5,1998,2,1,3,0,81,87,82,85,68,99,77,84,77,79,64,92,85,88,85,87,70,102,0,0,0,29,10,11,31,48,47,1,28,1,1,83,1,28,1,1,83,1,28,1,1,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.0,3,183,54,60,49,49,0,0,2,59,60,50,0,0,75,6,6,0,0,0,0,0,1,1,1,1,1,1,1,8,3,15,0,0,arandjo01,1500,3148,1384,0,2025-03-14,,12,11.466092400579765,9.817047957020543,10.14658544993171,8.734355209518048,11.790824335203727,11.383971542051906
Memorial Day OnStream Builds - All-Time Legend SS Luke Appling CWS Peak,73637,100,4,,,Memorial Day OnStream Builds,1936,Y,Chicago White Sox,CHW,Appling,Luke,Old Aches and Pains,The United States,4,2,4,1907,1,1,6,0,147,117,41,144,146,131,149,109,33,160,138,139,148,120,44,138,149,129,0,1,3,64,62,76,59,60,72,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,29,0,0,0,0,0,0,0,0,0,0,0,1,10,2,0.0,4,178,107,84,101,103,0,0,0,3,10,2,0,0,0,0,115,111,0,0,0,0,0,0,1,1,0,0,0,1,5,200,0,0,applilu01,222222,0,0,0,2025-05-26,,12,2.8415811491742913,0.7163588747001256,2.866706579334131,0.8879271743428716,1.9210408104742043,0.7616333886914395
Snapshot SP Pete Appleton CLE 1930,70664,52,7,,,,1930,N,Cleveland,CLE,Appleton,Pete,Jake,The United States,23,20,5,1904,1,1,1,11,5,9,6,9,3,4,4,14,6,5,2,2,6,8,6,11,4,5,1,0,0,17,3,6,31,26,41,66,80,47,67,107,62,71,48,52,110,69,85,47,76,104,66,0,97,78,0,0,0,0,0,0,0,0,53,33,3,0.0,3,180,35,31,41,56,0,0,0,6,7,9,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,applepe01,0,21,28,1702,2025-03-14,,12,52.10007390047917,52.69451904236247,48.38021107460423,49.94347383915217,48.88332099113387,51.304709564771606
Snapshot RP Luis Aponte BOS 1982,70583,70,7,,,,1982,N,Boston Red Sox,BOS,Aponte,Luis,,Venezuela,45,14,6,1953,1,1,1,12,3,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,1,0,2,0,16,5,6,26,21,58,61,96,69,89,111,49,90,55,91,90,73,101,82,88,128,58,66,0,0,0,0,0,0,0,0,0,0,24,115,2,0.0,3,183,29,20,24,23,0,0,0,4,4,8,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,0,0,apontlu01,0,439,174,1670,2025-03-14,,12,60.18291592195134,61.223632170592786,52.1689099093782,54.02702430509086,49.125221720490245,51.565054823644786
Hardware Heroes SS Luis Aparicio CWS 1958,70312,58,9,,,,1958,N,Chicago White Sox,CHW,Aparicio,Luis,Little Louie,Venezuela,11,29,4,1934,1,1,6,0,78,66,12,55,113,56,77,65,20,51,110,56,78,67,10,57,114,56,0,0,0,88,80,92,95,32,34,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,33,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0.0,3,175,101,79,93,85,0,0,0,4,1,7,0,0,0,0,0,98,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,aparilu01,6,75,84,1161,2025-03-14,,12,2.9308565641744067,0.8105633775325352,2.973233379464667,1.0027443142842571,2.0483890328708823,0.8986917018892395
Snapshot RP Tejay Antone CIN 2021,70561,86,7,,,,2021,N,Cincinnati Reds,CIN,Antone,Tejay,,The United States,70,5,12,1993,1,1,1,12,3,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,1,1,0,0,12,4,6,20,23,53,93,107,59,95,131,84,95,64,86,114,100,117,57,104,145,74,111,109,0,0,94,0,0,0,0,0,0,23,43,2,0.0,3,193,27,20,23,23,0,0,0,6,6,6,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,15,0,0,antonte01,1166,2799,2663,5548,2025-03-14,,12,71.491874775291,73.15698298536817,63.71077232421544,66.46712041653613,61.23805741352546,64.60147415392998
Future Legend 1 RF Roman Anthony BOS 2025,72873,100,6,,,,2025,N,Boston Red Sox,BOS,Anthony,Roman,,The United States,13,13,5,2004,2,1,9,0,105,141,110,127,95,106,105,137,98,119,91,108,106,142,114,130,97,106,2,2,0,71,67,85,81,35,30,1,24,1,1,71,1,23,1,1,69,1,25,1,1,73,5,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0.0,3,188,38,51,37,39,1,1,1,93,85,75,0,0,0,0,0,0,117,94,105,0,1,1,1,1,1,1,1,8,5,200,0,0,anthon000rom,60000,109999,80293,228683,2025-04-03,,12,10.344020499146971,8.63302405058946,9.061122188222445,7.564416874111496,10.219134339358087,9.692442790048846
MLB 2025 Live LF Miguel Andujar ATH,72142,46,1,,,,2025,N,Athletics,OAK,Andujar,Miguel,Papa,Dominican Republic,22,2,3,1995,1,1,7,0,85,83,55,50,100,74,86,86,56,51,103,74,84,83,55,50,99,74,3,2,0,42,24,67,49,27,19,1,28,1,1,84,1,28,1,1,84,1,28,1,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,3,183,33,38,84,29,0,0,0,40,45,84,0,0,15,0,0,0,51,0,11,0,1,1,1,0,1,0,1,8,0,1,0,1,andujmi01,0,18,22,0,2025-03-14,,12,11.491746013292444,9.844117960911872,10.157069827141397,8.745655522714426,11.859883319165132,11.458296159033376
Snapshot SS Elvis Andrus TEX 2017,70987,85,7,,,,2017,N,Texas Rangers,TEX,Andrus,Elvis,Merulo Jr,Venezuela,1,26,8,1988,1,1,6,0,102,90,63,46,111,86,96,70,89,53,114,77,105,100,56,44,110,91,0,1,0,73,80,76,97,5,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,33,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0.0,4,183,89,81,100,102,0,0,0,8,5,2,0,0,0,0,0,97,0,0,0,0,0,0,0,1,0,0,0,7,3,15,0,0,andruel01,0,1197,1241,5206,2025-03-14,,12,2.839800629194233,0.7144800483793031,2.8264951885299032,0.8445863729712989,2.0483890328708823,0.8986917018892395
Negro League Star SP Pop Andrews BRG 1912,71724,53,2,,,,1912,N,Brooklyn Royal Giants,BRG,Andrews,Pop,,The United States,59,21,4,1883,1,1,1,11,24,66,32,52,25,24,24,66,33,53,26,24,24,66,32,52,25,24,0,2,0,41,4,11,29,23,12,32,84,72,73,107,33,86,73,74,111,32,83,72,72,105,40,0,35,47,0,0,0,0,0,0,0,0,68,60,2,0.0,3,175,29,25,26,25,1,1,1,55,59,65,63,0,0,0,0,0,8,0,24,0,0,0,0,0,0,0,1,0,0,1,0,0,andrepo98,0,30,23,1251,2025-03-14,,12,50.517185277207524,51.024235730947005,46.94375891787518,48.39523125516238,45.806153224529254,47.99291285822824
Snapshot 2B Mike Andrews BOS 1970,71063,65,7,,,,1970,N,Boston Red Sox,BOS,Andrews,Mike,,The United States,2,9,7,1943,1,1,4,0,66,84,74,106,98,39,76,74,77,114,106,55,64,89,73,103,96,35,2,0,0,15,10,12,35,14,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,11,2,0.0,3,191,43,49,24,49,0,0,0,1,4,9,0,0,0,35,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0,0,andremi01,70,0,79,591,2025-03-14,,12,2.929538946189164,0.8091730110220834,3.0025977650519553,1.0343939532965722,1.9707804582856596,0.8151656021749983
Unsung Heroes 2B Robert Andino BAL 2011,70486,58,8,,,,2011,N,Baltimore Orioles,BAL,Andino,Robert,,The United States,11,25,4,1984,1,1,4,0,74,54,31,75,79,70,84,71,22,71,88,79,72,49,34,77,78,67,0,2,0,44,59,82,69,43,7,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,41,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0.0,4,180,61,72,48,86,0,0,0,2,2,5,0,0,0,73,31,39,0,0,0,0,0,1,1,1,0,0,0,6,0,1,0,1,andinro01,0,27,27,658,2025-03-14,,12,3.4736311340953314,1.383305699810281,3.773239743464795,1.8650103594188638,2.3030854776642387,1.1728083282848403
Rivalry Week - Historical All-Star SP Tyler Anderson LAD 2022,73507,87,5,,,Rivalry Week,2022,N,Los Angeles Dodgers,LAD,Anderson,Tyler,Mr. Duck,The United States,31,30,12,1989,2,2,1,11,3,3,1,2,1,1,3,3,1,2,1,1,3,3,1,3,1,1,1,1,0,11,4,6,17,28,1,63,114,110,109,125,65,115,120,106,134,62,114,107,110,122,63,45,37,87,67,60,0,0,0,0,0,0,76,93,3,0.0,3,188,35,20,26,23,0,0,0,7,6,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,15,0,0,anderty01,5250,8000,7688,122222,2025-05-15,,12,77.26915725958543,79.25324167153212,71.96876858737537,75.36778683494745,73.88223988518143,78.20975457367746
Rookie Sensation SP Tyler Anderson COL 2016,71500,63,3,,,,2016,N,Colorado Rockies,COL,Anderson,Tyler,Mr. Duck,The United States,44,30,12,1989,2,2,1,11,3,3,2,3,1,1,3,3,1,3,1,1,3,3,3,4,1,1,1,0,0,5,5,6,5,29,60,63,67,72,74,55,61,88,57,105,56,64,62,77,67,54,62,42,38,81,65,57,0,0,0,0,0,0,70,79,1,0.0,3,188,35,20,26,23,0,0,0,6,6,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,1,anderty01,26,147,166,732,2025-03-14,,12,55.04392995850799,55.80091173016374,54.7174743463495,56.77392817576757,53.33304568034598,56.093718383428865
MLB 2025 Live SP Tyler Anderson LAA,72091,51,1,,,,2025,N,Los Angeles Angels,ANA,Anderson,Tyler,Mr. Duck,The United States,31,30,12,1989,2,2,1,11,28,28,2,24,32,28,28,28,2,23,32,28,29,29,3,25,33,29,0,0,0,12,15,10,10,56,30,63,83,75,70,111,70,94,77,78,126,61,80,75,68,106,61,60,0,74,66,65,0,0,0,0,0,0,59,68,4,0.0,3,188,32,28,51,39,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,1,anderty01,0,19,15,0,2025-03-14,,12,60.25801067611027,61.30287306777433,57.87639216452784,60.17868555840439,61.06709898204764,64.41748042551887
MLB 2025 Live SS Tim Anderson LAA,73148,44,1,,,,2025,N,Los Angeles Angels,ANA,Anderson,Tim,TA7,The United States,7,23,6,1993,1,1,6,0,89,60,27,40,72,106,94,62,28,42,75,111,88,60,27,40,72,104,2,2,1,51,55,77,66,61,64,1,22,3,1,66,1,22,3,1,65,1,22,3,1,66,5,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0.0,4,185,73,73,74,75,2,2,1,85,62,67,0,0,0,31,0,67,0,0,0,0,1,1,1,1,1,1,1,8,0,1,0,1,anderti01,6,54,41,0,2025-04-09,,12,9.857277559598492,8.119406985608123,8.960819740216396,7.456308490164338,10.051875071717495,9.512430280583956
All-Time Legend 2B Sparky Anderson PHI Peak,71412,42,4,,,,1959,Y,Philadelphia Phillies,PHI,Anderson,Sparky,Captain Hook,The United States,2,22,2,1934,1,1,4,0,60,42,1,72,92,30,57,31,1,101,89,27,61,47,1,64,94,32,1,0,0,60,55,52,52,20,30,1,3,1,4,1,1,3,1,4,1,1,3,1,4,1,29,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.0,4,175,57,44,34,48,0,0,0,1,8,5,0,0,0,46,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,andersp01,0,9,10,269,2025-03-14,,12,3.2374640487404025,1.134099321310539,2.9291424175828484,0.9552220181641101,2.2296330128961475,1.0937552348700237
Unsung Heroes RP Matt Anderson DET 2001,71466,75,8,,,,2001,N,Detroit Tigers,DET,Anderson,Matt,,The United States,14,17,8,1976,1,1,1,12,3,3,2,2,1,1,3,3,2,3,1,1,3,3,2,2,1,1,0,1,0,10,4,6,15,30,47,89,83,75,107,35,92,92,78,121,35,87,75,73,95,35,78,0,104,0,0,76,0,0,0,93,0,0,18,95,2,0.0,3,193,27,20,23,23,0,0,0,10,9,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,0,1,anderma01,152,290,173,2088,2025-03-14,,12,62.75134906818489,63.93387403952053,56.24941509098831,58.42509064984516,48.35018503759186,50.73092287876698
MLB 2025 Live RP Justin Anderson CWS,71936,46,1,,,,2025,N,Chicago White Sox,CHW,Anderson,Justin,Ando,The United States,32,28,9,1992,2,1,1,12,12,10,3,2,17,5,11,10,3,2,16,5,12,11,4,3,18,6,2,2,0,13,17,11,11,40,6,78,54,59,46,71,75,52,59,44,69,83,57,60,49,73,101,96,0,0,77,0,0,0,0,0,0,0,15,28,3,0.0,4,191,29,27,59,30,1,1,1,17,17,15,74,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,8,0,1,0,1,anderju01,0,20,14,0,2025-03-14,,12,47.54311134851716,47.88595677879939,42.76702913834059,43.893451731075174,48.661295144903015,51.065754615907636
MLB 2025 Live RP Ian Anderson ATL,73381,58,1,,,,2025,N,Atlanta Braves,ATL,Anderson,Ian,,The United States,48,2,5,1998,1,1,1,12,17,11,5,18,20,15,19,12,6,19,22,16,17,11,5,18,20,15,2,2,0,18,20,13,20,52,7,66,77,62,77,77,66,77,62,77,77,66,77,63,78,77,77,76,76,74,0,0,0,0,0,0,0,0,38,44,2,0.0,4,191,27,44,70,21,1,1,1,22,2,2,82,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,8,0,1,0,1,anderia01,25,80,71,0,2025-05-05,,12,54.35942127217447,55.07860984581595,51.350018579000384,53.144403590288924,49.755952320738096,52.24387758634447
Rookie Sensation SP Ian Anderson ATL 2021,71575,59,3,,,,2021,N,Atlanta Braves,ATL,Anderson,Ian,,The United States,36,2,5,1998,1,1,1,11,3,5,2,3,1,1,3,5,2,3,1,1,3,5,2,3,1,1,2,2,0,8,4,6,12,26,48,68,88,55,72,121,66,79,62,59,120,71,97,50,86,121,71,68,64,90,0,0,0,0,0,0,0,0,66,104,2,0.0,4,191,27,20,23,23,0,0,0,6,3,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,anderia01,33,67,36,8503,2025-03-14,,12,60.18212320496021,61.222795685990214,57.74283051285661,60.03472960711377,55.7389932304843,58.68311544495345
MLB 2025 Live RP Grant Anderson MIL,72488,49,1,,,,2025,N,Milwaukee Brewers,MIL,Anderson,Grant,,The United States,22,21,6,1997,1,1,1,12,29,24,6,13,23,36,29,25,7,14,24,37,29,24,6,13,23,36,0,0,0,13,6,13,21,21,16,79,57,65,42,87,67,48,62,36,72,94,66,69,47,106,78,89,0,72,0,77,0,0,0,0,0,0,20,31,2,0.0,2,183,23,17,38,18,2,2,1,13,21,28,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,1,andergr01,0,13,12,0,2025-03-14,,12,51.42387585005259,51.98098664201913,47.06909620738192,48.530322791672766,48.428169658160535,50.814853697347395
Rookie Sensation RF Goat Anderson PIT 1907,71615,57,3,,,,1907,N,Pittsburgh Pirates,PIT,Anderson,Goat,,The United States,43,13,1,1880,2,1,9,0,50,24,57,125,75,23,51,28,38,87,89,14,49,22,63,144,71,26,2,0,0,81,83,86,78,53,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0.0,4,183,57,52,34,59,0,0,0,58,60,66,0,0,0,53,0,0,0,32,61,0,0,1,0,0,0,1,1,0,0,1,0,0,andergo01,10,26,13,335,2025-03-14,,12,3.179942767384641,1.073402166193471,3.4061277901225555,1.4693282919072082,1.9707804582856596,0.8151656021749983
Rookie Sensation SP Cody Anderson CLE 2015,71571,50,3,,,,2015,N,Cleveland,CLE,Anderson,Cody,Big Rig,The United States,56,14,9,1990,1,1,1,11,3,2,2,2,1,1,3,3,2,3,1,1,3,2,2,2,1,1,0,1,0,5,3,6,6,29,15,47,79,62,67,105,45,74,59,58,107,49,84,66,75,104,52,0,39,57,49,0,0,0,0,0,0,0,70,115,2,0.0,3,193,27,20,23,23,0,0,0,10,9,10,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,anderco01,0,16,11,424,2025-03-14,,12,53.45403302131482,54.12323316072937,50.304466197089326,52.0174821582847,50.33779569713698,52.87008555543681
Snapshot SP Brett Anderson OAK 2010,70609,85,7,,,,2010,N,Oakland Athletics,OAK,Anderson,Brett,Noon,The United States,49,1,2,1988,2,2,1,11,3,2,1,2,1,1,3,2,1,2,1,1,3,3,2,3,1,1,0,0,0,5,5,6,5,27,37,59,94,103,106,71,44,119,112,140,77,64,88,100,98,69,53,62,38,70,0,80,0,0,0,0,0,0,67,47,1,0.0,3,193,35,30,29,23,0,0,0,1,9,7,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,15,0,0,anderbr04,1600,5555,1906,10345,2025-03-14,,12,66.47562059047306,67.8637706092492,63.164715472294304,65.87856724582083,60.196461803355696,63.48045860555886
Immortal Seasons 1 CF Brady Anderson BAL 1996,73235,92,5,IMM,,,1996,N,Baltimore Orioles,BAL,Anderson,Brady,,The United States,9,18,1,1964,2,2,8,0,76,105,135,96,83,70,63,84,122,97,69,59,80,112,140,96,91,74,0,0,0,83,73,85,87,55,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0.0,3,185,3,5,6,3,0,0,0,68,83,72,0,0,0,0,0,0,87,53,0,0,0,0,0,0,1,1,0,5,4,50,0,0,anderbr01,6231,9841,7286,23463,2025-04-24,,12,3.225470734874728,1.1214438307700867,3.4794968855899375,1.5484072625636873,1.9707804582856596,0.8151656021749983
Hardware Heroes SP Allan Anderson MIN 1988,70270,73,9,,,,1988,N,Minnesota Twins,MIN,Anderson,Allan,,The United States,49,7,1,1964,2,2,1,11,3,2,1,2,1,1,3,2,1,2,1,1,3,3,2,3,1,1,1,0,0,10,5,6,14,24,12,43,87,99,78,107,37,126,63,132,116,46,81,115,70,103,49,0,0,70,0,55,0,0,0,0,0,0,75,56,3,0.0,3,183,35,20,26,23,0,0,0,5,6,9,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,0,0,anderal02,101,245,276,1709,2025-03-14,,12,60.583055367469775,61.645864176219995,57.879176718583544,60.181686817545724,55.0869591491738,57.98136484608349
MLB 2025 Live C Miguel Amaya CHC,72416,53,1,,,,2025,N,Chicago Cubs,CHC,Amaya,Miguel,,Panama,9,9,3,1999,1,1,2,0,72,82,63,69,76,69,72,82,64,69,77,69,72,82,63,69,76,69,2,2,0,19,11,58,33,44,37,1,28,1,1,84,1,28,1,1,84,1,28,1,1,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.0,3,183,24,35,51,21,72,61,60,31,36,46,0,62,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,8,0,1,0,1,amayami01,0,9,9,0,2025-03-14,,12,11.510827771078729,9.864253263620048,10.218661211373226,8.812040193744288,11.89814267048172,11.499472722449863
MLB 2025 Live SS Jacob Amaya CWS,71957,40,1,,,,2025,N,Chicago White Sox,CHW,Amaya,Jacob,,The United States,67,3,9,1998,1,1,6,0,63,64,39,71,69,59,63,64,40,71,70,59,63,64,39,71,69,59,1,1,0,66,21,76,67,67,49,1,23,1,1,69,1,23,1,1,68,1,24,1,1,70,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0.0,4,183,74,75,61,72,26,26,48,63,57,49,0,0,0,10,0,63,0,0,0,1,1,1,1,1,1,1,1,8,0,1,0,1,amayaja01,0,25,23,0,2025-03-14,,12,10.081282605089635,8.355779831843755,8.955500341110008,7.450575114235899,10.11082518012369,9.5758752370107
MLB 2025 Live 2B Adael Amador COL,73308,58,1,,,,2025,N,Colorado Rockies,COL,Amador,Adael,,Dominican Republic,19,11,4,2003,3,1,4,0,72,60,60,79,83,61,67,59,57,74,77,59,73,61,62,81,86,62,0,0,0,36,71,76,50,54,33,1,23,2,1,68,1,22,2,1,66,1,24,2,1,70,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0.0,3,183,75,67,69,65,2,2,1,57,53,63,0,0,0,78,0,0,0,0,0,0,1,1,1,1,1,1,1,8,0,1,0,0,amadoad01,0,35,27,0,2025-05-05,,12,10.14211502040831,8.419970935757224,8.9316700146334,7.424890216852697,10.039793848249069,9.49942788385799
MLB 2025 Live RP Adbert Alzolay NYM,72407,60,1,,,,2025,N,New York Mets,NYM,Alzolay,Adbert,,Venezuela,73,1,3,1995,1,1,1,12,23,11,3,20,26,20,24,11,3,21,27,21,23,11,3,20,26,20,0,0,0,19,15,13,28,47,28,76,64,85,44,104,72,59,82,42,94,79,68,87,47,111,101,105,0,60,76,0,0,0,0,0,0,0,31,69,3,0.0,3,183,14,13,51,21,2,2,2,12,19,31,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,2,0,1,alzolad01,0,36,37,0,2025-03-14,,12,57.06233284090187,57.930754980415465,53.62934806758698,55.601119576715675,58.54271229712065,61.70061344156242
Rookie Sensation 3B Max Alvis CLE 1963,71683,66,3,,,,1963,N,Cleveland,CLE,Alvis,Max,,The United States,10,2,2,1938,1,1,5,0,69,119,83,65,70,71,67,108,100,71,77,58,71,124,79,64,68,76,2,1,0,54,59,61,44,30,3,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,29,0,14,2,0,0,0,0,0,0,0,0,1,3,2,0.0,3,180,54,54,67,55,0,0,0,2,5,6,0,0,0,0,52,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,0,0,alvisma01,0,0,52,683,2025-03-14,,12,3.1040157182350243,0.9932830212232422,3.2784387605687746,1.3317019935739152,2.2813913466187805,1.1494600557182961
MLB 2025 Live DH Yordan Alvarez HOU,72227,99,1,,,,2025,N,Houston Astros,HOU,Alvarez,Yordan,,Cuba,44,27,6,1997,2,1,10,0,83,112,114,95,85,80,78,107,104,88,79,78,86,114,117,98,88,81,2,2,0,35,9,16,33,38,37,1,21,1,1,63,1,21,1,1,63,1,21,1,1,63,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0.0,3,196,20,32,42,12,2,2,1,40,37,49,0,0,0,0,0,0,41,0,0,0,1,0,1,0,1,0,1,8,4,75,0,0,alvaryo01,0,5501,5083,0,2025-03-14,,12,8.975078096479123,7.188499391148089,7.957397721147954,6.3747961736160805,9.14590429458021,8.53738073388392
